fold,repeat,fold_in_repeat,model,threshold,auc,accuracy,f1,precision,recall,mcc,ece_before,ece_after,T,brier,nll,adaptive_ece,calib_slope,calib_intercept,gate_w0,gate_w1,gate_w2
6,1,1,hard_moe,0.255,0.7557157099735367,0.8623750466630719,0.9177124150587769,0.8725300636642301,0.9678296803891824,0.5307739059452539,0.27352574453072437,0.2737020477398921,1.0321608040201005,,,,,,,,
6,1,1,hard_moe_isotonic,0.4475,0.7677414270323233,0.8622506118047202,0.9175991861648016,0.8727933541017653,0.9672542762985824,0.5305583151588658,0.27352574453072437,0.0058862378393455764,,,,,,,,,
7,1,2,global,0.30166666666666664,0.871194345143483,0.8776339804214369,0.9253844597329016,0.8958374142997062,0.9569470600544047,0.5975810771568056,0.06679186571584576,0.07514965409456414,1.079396984924623,0.10375232280430191,0.3560834073928679,0.06830536532400305,0.7383693669714564,0.8850059453968494,,,
7,1,2,soft_moe,0.19666666666666666,0.8849976189146829,0.8758088601294176,0.9246678743961353,0.8907795229784758,0.9612366603892027,0.5879156432629948,0.16595900116724144,0.15295180981086676,0.8668341708542713,0.12822955893597146,0.4183070688706269,0.16595901686062456,1.0022661216757793,1.3828438559502712,0.18125084042549133,0.527814507484436,0.2909298837184906
7,1,2,soft_moe_calibrated,0.17916666666666667,0.8849976189146829,0.876348100215696,0.924731725792198,0.893747864707892,0.9579409918392969,0.5919992883235548,0.16595900116724144,0.15295180981086676,0.8668341708542713,,,,,,,,
7,1,2,soft_moe_isotonic,0.4591666666666666,0.8848398754181623,0.8762651402024224,0.9246507868347268,0.8940067405851609,0.9574701820464532,0.5919804770646182,0.16595900116724144,0.007054371660399427,0.8668341708542713,0.09292177079991965,0.31648858626822896,0.008677951863534069,0.9780959088051228,0.02561046024569306,,,
7,1,2,soft_moe_no_kl,0.19083333333333333,0.8850023293180367,0.8768043802887009,0.9253731343283582,0.8903394255874674,0.963276836158192,0.5906373373572313,0.16437297437778253,0.16437297437778253,,0.12744565295790922,0.41485248180950574,0.16437297489892616,1.0425554655797937,1.360475993082079,0.3910459876060486,0.4587358236312866,0.15021799504756927
7,1,2,soft_moe_no_kl_isotonic,0.45333333333333325,0.8845441836463346,0.8770532603285216,0.925448966245787,0.8912411588024416,0.9623875287717095,0.592081953896731,0.16437297437778253,0.005259283484530417,,0.09314957236216442,0.31836032791181795,0.008703948115249754,0.9692536373861804,0.030060229936849536,,,
7,1,2,tabnet,0.17333333333333334,0.8844707191686653,0.8759747801559649,0.9245406824146981,0.8931636434562122,0.9582025528353212,0.5903933753171524,0.1654590696358495,0.1654590696358495,0.9376884422110552,0.12905371573510907,0.4232236057810686,0.1654590777415101,0.9666035218193877,1.4073065715312694,,,
7,1,2,tabnet_isotonic,0.45333333333333325,0.883944118080035,0.875933300149328,0.9244906717830905,0.8933886313735058,0.9578363674408872,0.5904658838192256,0.1654590696358495,0.004296608842502629,0.9376884422110552,0.09405803846741612,0.31824500434633896,0.00861190895543618,0.9940811470302373,0.0027602441794310805,,,
7,1,2,lstm,0.185,0.8852738560395105,0.8756014600962336,0.9246501344187332,0.8895818225767465,0.962596777568529,0.5863428390568514,0.1741985649177046,0.1741985649177046,0.8195979899497488,0.12884560587102706,0.42469050935509606,0.17419856915109264,1.0381666386231105,1.4056859401038275,,,
7,1,2,lstm_isotonic,0.4475,0.8844215088146055,0.8757673801227808,0.9247884282162678,0.8893021009418015,0.9632245239589873,0.586644779984545,0.1741985649177046,0.007646167382872352,0.8195979899497488,0.09332539496828177,0.3142470181379503,0.007667432314157203,0.9982060273292238,-0.005644453463887794,,,
7,1,2,hard_moe,0.26666666666666666,0.7635318623209986,0.8545710967313754,0.9136708362060475,0.8630908075921102,0.9705482318476669,0.4967078442948397,0.249096862314124,0.24003470475163896,0.7723618090452261,,,,,,,,
